User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Rosie Scott","Anthony Kelly",Nurse,"2020-06-09 08:42:57",751,Incoming,29
"Rosie Scott","Emma Smith",Carer,"2020-06-13 07:10:46",6374,Incoming,0
"Rosie Scott","Carole Adams",Nurse,"2020-06-14 02:33:11",3017,Incoming,38
"Rosie Scott","Lilly Murphy",Carer,"2020-06-13 03:36:22",3725,Incoming,43
"Rosie Scott","Karlie Baker",Nurse,"2020-06-11 07:04:47",239,Incoming,66
"Rosie Scott","Julie Mason",Nurse,"2020-06-11 04:50:47",4180,Incoming,65
"Rosie Scott","Elliott Saunders",Carer,"2020-06-13 03:27:59",7515,Incoming,17
"Rosie Scott","Chelsea Price",Carer,"2020-06-13 09:20:28",7457,Incoming,9
"Rosie Scott","Megan Knight",Nurse,"2020-06-12 08:56:49",9992,Outgoing,11
"Rosie Scott","Charlie Martin",Nurse,"2020-06-08 07:32:14",6114,Outgoing,97
"Rosie Scott","Charles Scott",Carer,"2020-06-11 07:59:37",1428,Incoming,36
"Rosie Scott","Aiden Richardson",Nurse,"2020-06-15 01:51:10",4014,Incoming,11
"Rosie Scott","Harry Graham",Carer,"2020-06-16 10:34:45",8098,Outgoing,73
"Rosie Scott","Andrew Gray",Nurse,"2020-06-13 12:26:06",2332,Outgoing,48
"Donna Davies","Sally Lloyd",Carer,"2020-05-31 01:06:54",846,Incoming,20
"Donna Davies","Courtney Price",Carer,"2020-06-14 08:02:28",455,Incoming,5
"Donna Davies","Andy Reid",Carer,"2020-06-09 05:55:37",907,Incoming,99
"Donna Davies","Liam Adams",Carer,"2020-06-07 05:47:35",482,Incoming,89
"Donna Davies","Freddie Bell",Carer,"2020-04-16 10:59:03",228,Outgoing,64
"Donna Davies","Andy Reid",Carer,"2020-06-06 02:10:01",707,Incoming,40
"Donna Davies","Owen Green",Nurse,"2020-05-12 06:59:08",795,Outgoing,71
"Donna Davies","Gary Harris",Carer,"2020-05-06 09:22:13",635,Incoming,42
"Donna Davies","Rob Campbell",Carer,"2020-05-17 03:20:16",496,Incoming,38
"Donna Davies","Caitlin Ross",Carer,"2020-06-07 10:52:43",289,Incoming,41
"Donna Davies","Owen Green",Nurse,"2020-06-10 01:46:48",359,Incoming,16
"Donna Davies","Toby Martin",Carer,"2020-05-25 05:52:48",256,Outgoing,50
"Donna Davies","Martin Wilkinson",Nurse,"2020-04-22 10:43:21",304,Incoming,49
"Donna Davies","Emma Robinson",Carer,"2020-06-09 08:12:42",861,Outgoing,17
"Donna Davies","Courtney Price",Carer,"2020-06-15 09:11:56",165,Outgoing,5
"Donna Davies","Bradley Stewart",Carer,"2020-04-29 12:09:16",714,Outgoing,68
"Donna Davies","Patrick Chapman",Nurse,"2020-06-07 12:14:07",680,Incoming,97
"Donna Davies","Nathan Bennett",Carer,"2020-05-23 01:49:13",370,Incoming,92
"Donna Davies","Jacob Khan",Nurse,"2020-05-12 05:51:49",311,Outgoing,8
"Donna Davies","Carole Hill",Nurse,"2020-05-12 09:43:02",337,Outgoing,48
"Donna Davies","Christian Gray",Carer,"2020-05-09 07:05:02",414,Incoming,79
"Donna Davies","Donna Holmes",Nurse,"2020-05-10 10:08:02",439,Incoming,74
"Donna Davies","Emma Smith",Carer,"2020-06-07 03:05:59",859,Incoming,59
"Donna Davies","Andrew Harrison",Carer,"2020-05-03 04:06:19",291,Outgoing,91
"Donna Davies","Mohammed Roberts",Nurse,"2020-06-07 11:50:26",236,Outgoing,65
"Donna Davies","Carole Adams",Nurse,"2020-06-13 09:15:32",544,Incoming,6
"Donna Davies","Emma Smith",Carer,"2020-05-30 02:00:28",646,Incoming,32
"Donna Davies","Abbie Bailey",Carer,"2020-06-03 01:40:48",739,Outgoing,30
"Donna Davies","Carole Adams",Nurse,"2020-06-04 06:33:01",991,Outgoing,18
"Donna Davies","Sophia Wilson",Nurse,"2020-06-06 10:18:40",499,Incoming,54
"Donna Davies","Andrew Harrison",Carer,"2020-04-27 10:40:05",281,Incoming,81
"Donna Davies","Elliott Clark",Carer,"2020-06-15 12:47:46",268,Outgoing,53
"Donna Davies","Scott Collins",Carer,"2020-06-06 10:11:19",397,Outgoing,1
"Donna Davies","Vicky Ellis",Nurse,"2020-05-07 09:26:05",514,Incoming,34
"Donna Davies","Donna Holmes",Nurse,"2020-04-29 11:14:08",521,Incoming,58
"Donna Davies","Caitlin Thompson",Nurse,"2020-05-30 09:15:43",375,Incoming,31
"Donna Davies","Dylan Matthews",Nurse,"2020-05-19 04:11:25",843,Outgoing,0
"Donna Davies","Paul Patel",Carer,"2020-05-19 02:29:13",546,Incoming,16
"Donna Davies","Phoebe Saunders",Carer,"2020-05-23 11:40:26",502,Incoming,74
"Donna Davies","Paul Patel",Carer,"2020-05-01 02:50:15",152,Outgoing,54
"Donna Davies","Patrick Chapman",Nurse,"2020-05-15 11:18:24",414,Outgoing,5
"Donna Davies","Jim Williams",Carer,"2020-06-15 11:25:04",845,Incoming,88
"Donna Davies","Faye Fox",Carer,"2020-04-22 08:15:44",443,Incoming,50
"Donna Davies","Keith Simpson",Carer,"2020-05-25 05:09:54",730,Outgoing,99
"Donna Davies","Elliott Clark",Carer,"2020-06-04 02:27:49",202,Outgoing,81
"Donna Davies","Chelsea Price",Carer,"2020-05-04 08:31:02",853,Outgoing,70
"Donna Davies","Rachel Roberts",Carer,"2020-04-17 02:06:47",532,Outgoing,36
"Donna Davies","Anthony Adams",Nurse,"2020-05-26 08:34:13",665,Incoming,27
"Donna Davies","Elliott Saunders",Carer,"2020-06-14 09:32:48",742,Outgoing,38
"Donna Davies","Suzanne Campbell",Carer,"2020-06-14 08:24:33",277,Outgoing,96
"Donna Davies","Callum Johnson",Nurse,"2020-06-04 08:33:23",260,Outgoing,39
"Donna Davies","Frank Roberts",Carer,"2020-05-08 07:48:26",606,Incoming,10
"Donna Davies","Anthony Kelly",Nurse,"2020-05-01 06:16:51",673,Incoming,57
"Donna Davies","Jayden Patel",Carer,"2020-06-11 01:51:26",191,Outgoing,79
"Donna Davies","Isabella Mitchell",Carer,"2020-05-08 12:33:45",154,Incoming,58
"Donna Davies","Michael Phillips",Carer,"2020-05-14 03:58:26",177,Outgoing,93
"Donna Davies","Karlie Rogers",Nurse,"2020-05-27 03:01:43",238,Outgoing,90
"Donna Davies","Karlie Baker",Nurse,"2020-05-03 07:01:09",580,Incoming,46
"Donna Davies","Kevin Young",Carer,"2020-05-31 07:13:02",998,Outgoing,17
"Donna Davies","Phoebe Saunders",Carer,"2020-04-28 04:49:42",650,Incoming,83
"Donna Davies","Lilly Murphy",Carer,"2020-05-09 09:07:34",269,Outgoing,55
"Donna Davies","Andrew Davis",Nurse,"2020-06-06 09:38:26",830,Incoming,96
"Donna Davies","Anthony Kelly",Nurse,"2020-05-02 08:12:30",807,Outgoing,44
"Donna Davies","Carole Hill",Nurse,"2020-05-06 04:50:02",175,Incoming,53
"Donna Davies","Naomi Brown",Nurse,"2020-04-18 04:07:18",443,Outgoing,79
"Donna Davies","Owen Green",Nurse,"2020-05-14 07:13:28",813,Incoming,83
"Donna Davies","Stephanie Jones",Carer,"2020-06-02 01:08:20",236,Incoming,99
"Donna Davies","Rachel Lloyd",Carer,"2020-05-11 08:07:55",159,Incoming,62
"Donna Davies","Caitlin Ross",Carer,"2020-04-20 09:01:23",476,Outgoing,25
"Donna Davies","Emma Robinson",Carer,"2020-04-26 10:58:20",395,Outgoing,71
"Donna Davies","Brandon Evans",Carer,"2020-04-29 11:08:41",507,Outgoing,78
"Donna Davies","Dylan Matthews",Nurse,"2020-05-11 05:51:07",614,Outgoing,77
"Donna Davies","Alexa Watson",Carer,"2020-05-02 04:05:20",573,Incoming,20
"Donna Davies","Stephanie Jones",Carer,"2020-06-06 02:50:18",195,Incoming,76
"Donna Davies","Brandon Evans",Carer,"2020-04-20 07:07:16",296,Incoming,38
"Donna Davies","Ben Walsh",Carer,"2020-05-14 04:53:49",461,Outgoing,25
"Donna Davies","Martin Wilkinson",Nurse,"2020-06-09 06:57:06",167,Incoming,45
"Donna Davies","Michael Miller",Nurse,"2020-04-28 10:38:56",109,Outgoing,74
"Donna Davies","Andrew Davis",Nurse,"2020-04-26 02:25:12",593,Outgoing,25
"Donna Davies","Freddie Bell",Carer,"2020-05-02 09:15:33",866,Incoming,88
"Donna Davies","Isabella Mitchell",Carer,"2020-05-13 04:11:34",991,Incoming,29
"Donna Davies","Freddie Bell",Carer,"2020-05-27 01:00:52",716,Incoming,86
"Donna Davies","Quentin Harris",Carer,"2020-05-06 01:07:23",582,Outgoing,46
"Donna Davies","Charlotte Powell",Nurse,"2020-06-16 02:09:30",430,Outgoing,26
"Donna Davies","Kevin Young",Carer,"2020-06-08 06:05:04",277,Incoming,82
"Donna Davies","Brandon Evans",Carer,"2020-05-06 12:55:03",439,Incoming,97
"Donna Davies","Michael Phillips",Carer,"2020-05-30 04:30:41",954,Outgoing,68
"Donna Davies","Scott Miller",Carer,"2020-04-24 04:22:52",950,Outgoing,11
"Donna Davies","Mohammed Roberts",Nurse,"2020-06-05 04:32:04",646,Incoming,23
"Donna Davies","Brandon Evans",Carer,"2020-04-27 06:55:13",406,Outgoing,51
"Donna Davies","Naomi Brown",Nurse,"2020-06-05 03:07:52",542,Incoming,2
"Donna Davies","Charlie Martin",Nurse,"2020-06-05 09:57:47",272,Outgoing,70
"Donna Davies","Mark Walsh",Nurse,"2020-05-21 03:45:18",313,Incoming,29
"Donna Davies","Faye Fox",Carer,"2020-04-15 04:17:49",374,Outgoing,65
"Donna Davies","Donna Holmes",Nurse,"2020-04-29 07:08:10",383,Incoming,64
"Donna Davies","Julie Mason",Nurse,"2020-05-22 04:22:19",340,Outgoing,66
"Donna Davies","Olivia Shaw",Carer,"2020-04-28 07:55:24",663,Outgoing,56
"Donna Davies","Sally Lloyd",Carer,"2020-04-15 04:12:47",176,Outgoing,52
"Donna Davies","Elliott Clark",Carer,"2020-05-06 03:11:28",148,Outgoing,47
"Donna Davies","Nathan Bennett",Carer,"2020-05-31 10:29:11",679,Outgoing,27
"Donna Davies","Martin Wilkinson",Nurse,"2020-06-03 03:56:37",981,Outgoing,92
"Donna Davies","Freddie Bell",Carer,"2020-05-20 06:35:11",851,Outgoing,91
"Donna Davies","Jacob Khan",Nurse,"2020-06-03 01:55:25",520,Incoming,2
"Donna Davies","Callum Johnson",Nurse,"2020-05-31 11:30:01",368,Incoming,98
"Donna Davies","Holly Murray",Carer,"2020-04-21 11:17:42",505,Outgoing,67
"Donna Davies","Emma Robinson",Carer,"2020-06-05 06:45:21",965,Incoming,45
"Donna Davies","Brandon Evans",Carer,"2020-04-28 09:12:03",148,Outgoing,62
"Donna Davies","Kelly Walsh",Nurse,"2020-04-20 10:17:46",958,Outgoing,74
"Donna Davies","Naomi Richardson",Carer,"2020-05-09 02:21:05",266,Outgoing,97
"Donna Davies","Carole Adams",Nurse,"2020-06-11 04:34:34",866,Incoming,53
"Donna Davies","Sarah Hall",Nurse,"2020-05-18 01:05:28",383,Incoming,95
"Donna Davies","Yasmine Robertson",Nurse,"2020-05-16 07:35:01",356,Incoming,47
"Donna Davies","Alexa Watson",Carer,"2020-05-11 12:44:48",426,Incoming,14
"Donna Davies","Jacob Matthews",Nurse,"2020-04-16 05:55:34",129,Outgoing,55
"Donna Davies","Andrew Gray",Nurse,"2020-04-22 02:38:56",520,Incoming,55
"Donna Davies","Stephanie Jones",Carer,"2020-04-22 04:49:14",593,Incoming,68
"Donna Davies","Lexi Cox",Nurse,"2020-05-04 12:48:08",417,Incoming,14
"Donna Davies","Keith Simpson",Carer,"2020-06-10 08:13:14",749,Incoming,64
"Donna Davies","Kelly Walsh",Nurse,"2020-05-06 04:15:31",600,Outgoing,56
"Donna Davies","Mohammed Roberts",Nurse,"2020-05-15 07:52:26",686,Incoming,93
"Donna Davies","Gary Harris",Carer,"2020-05-04 01:09:30",412,Outgoing,45
"Donna Davies","Keith Simpson",Carer,"2020-06-14 08:32:01",664,Outgoing,17
"Donna Davies","Kelly Walsh",Nurse,"2020-04-22 11:13:29",420,Outgoing,23
"Donna Davies","Karlie Rogers",Nurse,"2020-05-07 12:25:18",203,Outgoing,62
"Donna Davies","Charlie Stewart",Carer,"2020-04-29 04:53:56",967,Outgoing,6
"Donna Davies","Olivia Shaw",Carer,"2020-06-07 12:17:35",267,Incoming,68
"Donna Davies","Adrian Hall",Nurse,"2020-06-15 06:17:22",914,Incoming,23
"Donna Davies","Sally Lloyd",Carer,"2020-06-09 09:49:19",915,Outgoing,1
"Donna Davies","Patrick Chapman",Nurse,"2020-04-23 07:59:20",267,Incoming,79
"Donna Davies","Scott Miller",Carer,"2020-05-02 05:41:30",739,Outgoing,85
"Donna Davies","Suzanne Campbell",Carer,"2020-06-15 12:51:29",107,Outgoing,84
"Donna Davies","Frank Roberts",Carer,"2020-06-03 03:15:18",824,Incoming,88
"Donna Davies","Jacob Matthews",Nurse,"2020-06-01 12:35:09",343,Incoming,11
"Donna Davies","Rowena Smith",Carer,"2020-06-10 06:45:59",100,Incoming,87
"Donna Davies","Elsie Shaw",Nurse,"2020-04-23 12:49:54",312,Incoming,56
"Donna Davies","Brandon Evans",Carer,"2020-05-26 09:18:55",778,Incoming,21
"Donna Davies","Riley Kennedy",Nurse,"2020-04-19 08:57:07",213,Incoming,23
"Donna Davies","Abbie Bailey",Carer,"2020-05-05 03:33:35",307,Incoming,61
"Donna Davies","Owen Green",Nurse,"2020-04-28 08:58:55",620,Incoming,82
"Donna Davies","Sally Lloyd",Carer,"2020-05-31 01:53:26",342,Outgoing,26
"Donna Davies","Dylan Owen",Nurse,"2020-05-08 10:41:24",204,Outgoing,70
"Donna Davies","Megan Knight",Nurse,"2020-05-09 02:53:42",272,Incoming,53
"Donna Davies","Naomi Brown",Nurse,"2020-05-07 08:24:36",370,Incoming,14
"Donna Davies","Kevin Young",Carer,"2020-06-03 02:44:58",900,Incoming,79
"Donna Davies","Chelsea Price",Carer,"2020-04-27 07:47:24",233,Incoming,71
"Donna Davies","Joanne Walsh",Nurse,"2020-06-08 05:34:26",463,Outgoing,65
"Donna Davies","Quentin Harris",Carer,"2020-05-24 02:28:22",138,Outgoing,97
"Donna Davies","Rob Campbell",Carer,"2020-05-20 02:28:37",247,Outgoing,7
"Donna Davies","Andrew Gray",Nurse,"2020-05-05 10:15:16",290,Outgoing,29
"Donna Davies","Stephanie Miller",Nurse,"2020-05-13 10:18:43",898,Incoming,42
"Donna Davies","Rob Campbell",Carer,"2020-05-06 10:30:45",493,Incoming,6
"Donna Davies","Donna Holmes",Nurse,"2020-04-21 06:25:18",961,Outgoing,62
"Donna Davies","Rob Campbell",Carer,"2020-05-31 10:59:30",267,Incoming,25
"Donna Davies","Carole Hill",Nurse,"2020-06-09 03:17:26",785,Incoming,44
"Donna Davies","Owen Green",Nurse,"2020-05-04 12:52:14",990,Outgoing,7
"Donna Davies","Riley Kennedy",Nurse,"2020-04-28 06:10:46",562,Outgoing,76
"Donna Davies","Mark Walsh",Nurse,"2020-04-17 10:50:40",117,Outgoing,77
"Donna Davies","Carole Hill",Nurse,"2020-04-24 09:53:44",398,Incoming,34
"Donna Davies","Elliott Clark",Carer,"2020-06-11 09:39:33",667,Incoming,0
"Donna Davies","Riley Kennedy",Nurse,"2020-05-02 05:28:43",887,Outgoing,2
"Donna Davies","Callum Johnson",Nurse,"2020-04-27 08:39:06",791,Outgoing,50
"Donna Davies","Patrick Chapman",Nurse,"2020-05-03 04:55:25",626,Incoming,13
"Donna Davies","Charlotte Powell",Nurse,"2020-05-12 06:07:03",433,Incoming,98
"Donna Davies","Mark Walsh",Nurse,"2020-06-07 05:54:38",832,Incoming,59
"Donna Davies","Jayden Patel",Carer,"2020-04-22 10:31:14",368,Outgoing,25
"Donna Davies","Ken Bennett",Carer,"2020-04-25 06:43:38",687,Outgoing,30
"Donna Davies","Karlie Baker",Nurse,"2020-06-11 02:35:14",679,Incoming,14
"Donna Davies","Keith Simpson",Carer,"2020-05-26 12:19:53",740,Outgoing,18
"Donna Davies","Karlie Rogers",Nurse,"2020-06-11 09:44:40",227,Incoming,83
"Donna Davies","Owen Green",Nurse,"2020-06-14 12:46:05",396,Outgoing,5
"Donna Davies","Faye Fox",Carer,"2020-06-04 06:24:30",539,Incoming,96
"Donna Davies","Carole Hill",Nurse,"2020-04-17 12:26:55",428,Outgoing,36
"Donna Davies","Donna Holmes",Nurse,"2020-05-18 10:54:08",252,Incoming,96
"Donna Davies","Rachel Lloyd",Carer,"2020-05-13 03:19:44",137,Incoming,47
"Donna Davies","Olivia Shaw",Carer,"2020-04-18 06:08:39",756,Outgoing,47
"Donna Davies","Jacob Khan",Nurse,"2020-04-27 01:54:32",444,Outgoing,23
"Donna Davies","Courtney Price",Carer,"2020-05-16 06:54:00",529,Incoming,50
"Donna Davies","Carole Hill",Nurse,"2020-05-14 05:04:59",710,Outgoing,58
"Donna Davies","Mark Walsh",Nurse,"2020-05-25 12:34:56",350,Outgoing,69
"Donna Davies","Stephanie Miller",Nurse,"2020-05-04 08:01:36",307,Incoming,85
"Donna Davies","Brandon Evans",Carer,"2020-06-09 01:47:51",770,Incoming,12
"Donna Davies","Rachel Lloyd",Carer,"2020-04-17 06:37:55",322,Outgoing,89
"Donna Davies","Elizabeth Carter",Nurse,"2020-04-26 03:28:37",920,Outgoing,7
"Donna Davies","Paul Patel",Carer,"2020-04-27 06:54:16",388,Outgoing,47
"Donna Davies","Rachel Lloyd",Carer,"2020-06-14 06:25:15",648,Outgoing,29
"Donna Davies","Lilly Murphy",Carer,"2020-05-14 12:01:25",277,Outgoing,82
"Donna Davies","Alexa Watson",Carer,"2020-06-06 10:19:18",377,Outgoing,34
"Donna Davies","Naomi Brown",Nurse,"2020-05-17 08:05:50",500,Outgoing,91
"Donna Davies","Elliott Clark",Carer,"2020-05-23 05:04:50",286,Outgoing,49
"Donna Davies","Isabella Mitchell",Carer,"2020-04-22 03:49:52",271,Outgoing,11
"Donna Davies","Rowena Smith",Carer,"2020-04-22 10:06:41",186,Outgoing,92
"Donna Davies","Frank Roberts",Carer,"2020-05-25 04:49:27",729,Outgoing,84
"Donna Davies","Olivia Shaw",Carer,"2020-04-30 06:51:48",637,Outgoing,1
"Donna Davies","Aiden Richardson",Nurse,"2020-04-28 10:21:21",872,Outgoing,45
"Donna Davies","Jacob Matthews",Nurse,"2020-06-04 07:11:01",367,Outgoing,33
"Donna Davies","Michael Walker",Carer,"2020-06-05 02:09:03",764,Incoming,92
"Donna Davies","Martin Wilkinson",Nurse,"2020-04-29 05:31:47",228,Outgoing,89
"Donna Davies","Dylan Matthews",Nurse,"2020-05-03 06:04:56",803,Incoming,64
"Donna Davies","Ben Walsh",Carer,"2020-05-14 08:28:02",518,Outgoing,54
"Donna Davies","Michael Phillips",Carer,"2020-05-27 04:38:50",147,Incoming,51
"Donna Davies","Naomi Brown",Nurse,"2020-04-19 01:12:39",103,Outgoing,28
"Donna Davies","Mohammed Roberts",Nurse,"2020-05-18 04:18:14",330,Outgoing,9
"Donna Davies","Charlie Martin",Nurse,"2020-04-16 11:39:11",159,Incoming,57
"Donna Davies","Rachel Lloyd",Carer,"2020-05-10 09:15:03",848,Outgoing,8
"Donna Davies","Courtney Price",Carer,"2020-05-14 01:36:25",109,Outgoing,96
"Donna Davies","Scott Miller",Carer,"2020-05-20 04:52:27",440,Incoming,91
"Donna Davies","Naomi Brown",Nurse,"2020-05-05 07:45:46",235,Outgoing,16
"Donna Davies","Caitlin Ross",Carer,"2020-05-07 04:37:39",212,Incoming,43
"Donna Davies","Liam Adams",Carer,"2020-06-03 11:04:20",507,Incoming,90
"Donna Davies","Mohammed Roberts",Nurse,"2020-06-11 01:34:20",263,Outgoing,67
"Donna Davies","Stephanie Jones",Carer,"2020-04-26 11:54:16",941,Outgoing,0
"Donna Davies","Emma Robinson",Carer,"2020-05-29 04:18:14",301,Incoming,99
"Donna Davies","Charlie Stewart",Carer,"2020-05-05 03:28:40",763,Outgoing,17
"Donna Davies","Christian Gray",Carer,"2020-04-21 01:55:33",456,Incoming,70
"Donna Davies","Lucas Wright",Carer,"2020-06-13 08:13:49",312,Incoming,65
"Donna Davies","Quentin Harris",Carer,"2020-05-09 11:10:58",282,Incoming,88
"Donna Davies","Liam Adams",Carer,"2020-05-20 01:42:50",529,Incoming,56
"Donna Davies","Holly Murray",Carer,"2020-05-19 09:39:42",765,Incoming,1
"Donna Davies","Charlie Martin",Nurse,"2020-05-07 05:04:18",390,Outgoing,79
"Donna Davies","Holly Murray",Carer,"2020-04-30 09:18:40",289,Incoming,58
"Donna Davies","Stephanie Miller",Nurse,"2020-05-02 11:09:08",852,Incoming,88
"Donna Davies","Carole Adams",Nurse,"2020-06-15 01:17:50",183,Outgoing,4
"Donna Davies","Scott Miller",Carer,"2020-04-18 04:11:46",712,Incoming,36
"Donna Davies","Karlie Baker",Nurse,"2020-05-29 09:27:57",281,Incoming,36
"Donna Davies","Yasmine Robertson",Nurse,"2020-05-02 04:29:01",420,Incoming,75
"Donna Davies","Holly Murray",Carer,"2020-06-15 01:53:38",328,Incoming,85
"Donna Davies","Karlie Harrison",Carer,"2020-05-09 01:40:06",928,Incoming,49
"Donna Davies","Michael Walker",Carer,"2020-06-14 09:27:45",848,Incoming,82
"Donna Davies","Joanne Walsh",Nurse,"2020-05-30 05:26:55",511,Incoming,55
"Donna Davies","Charlotte Powell",Nurse,"2020-04-20 03:20:26",358,Outgoing,61
"Donna Davies","Lexi Cox",Nurse,"2020-05-19 05:37:36",114,Incoming,33
"Donna Davies","Scott Miller",Carer,"2020-05-03 08:33:52",202,Outgoing,44
"Donna Davies","Frank Roberts",Carer,"2020-06-15 01:22:02",191,Incoming,45
"Donna Davies","Carole Hill",Nurse,"2020-06-06 08:35:18",256,Incoming,10
"Donna Davies","Paul Patel",Carer,"2020-05-21 04:48:05",969,Incoming,92
"Donna Davies","Jessica Hunt",Carer,"2020-06-08 04:41:13",866,Incoming,84
"Donna Davies","Caitlin Thompson",Nurse,"2020-05-22 02:39:52",255,Incoming,55
"Donna Davies","Owen Green",Nurse,"2020-05-25 03:23:11",361,Outgoing,97
"Donna Davies","Callum Johnson",Nurse,"2020-06-16 05:58:00",489,Outgoing,92
"Donna Davies","Paul Patel",Carer,"2020-05-07 07:40:31",803,Outgoing,13
"Donna Davies","Alexa Watson",Carer,"2020-05-10 05:00:45",801,Incoming,98
"Donna Davies","Adrian Hall",Nurse,"2020-05-29 11:54:42",159,Incoming,80
"Donna Davies","Julie Mason",Nurse,"2020-06-12 12:14:15",775,Outgoing,75
"Donna Davies","Lola Ellis",Nurse,"2020-05-09 11:57:52",493,Incoming,61
"Donna Davies","Justine Holmes",Nurse,"2020-04-29 03:05:53",137,Outgoing,75
"Donna Davies","Frank Roberts",Carer,"2020-06-09 05:06:36",733,Incoming,97
"Donna Davies","Carole Hill",Nurse,"2020-04-28 05:36:00",119,Outgoing,80
"Donna Davies","Charlie Martin",Nurse,"2020-06-01 01:32:04",181,Incoming,1
"Donna Davies","Quentin Harris",Carer,"2020-05-07 01:06:56",737,Outgoing,68
"Donna Davies","Naomi Richardson",Carer,"2020-06-05 05:45:45",119,Incoming,3
"Donna Davies","Sophia Wilson",Nurse,"2020-05-20 01:27:16",593,Incoming,23
"Donna Davies","Mark Walsh",Nurse,"2020-05-31 12:49:44",164,Outgoing,67
"Donna Davies","Sally Lloyd",Carer,"2020-04-17 05:29:25",408,Incoming,89
"Donna Davies","Bradley Stewart",Carer,"2020-06-11 05:16:23",429,Incoming,31
"Donna Davies","Frank Roberts",Carer,"2020-06-16 07:36:10",360,Outgoing,35
"Donna Davies","Karlie Harrison",Carer,"2020-04-26 01:55:59",905,Outgoing,44
"Donna Davies","Chelsea Price",Carer,"2020-04-23 03:07:14",880,Outgoing,97
"Donna Davies","Aiden Richardson",Nurse,"2020-04-23 04:51:44",672,Outgoing,94
"Donna Davies","Isabella Mitchell",Carer,"2020-04-22 07:30:01",435,Outgoing,56
"Donna Davies","Elsie Shaw",Nurse,"2020-06-09 05:27:41",411,Outgoing,71
"Donna Davies","Charlie Stewart",Carer,"2020-05-11 03:57:08",579,Incoming,19
"Donna Davies","Vicky Ellis",Nurse,"2020-06-07 07:53:14",506,Incoming,93
"Donna Davies","Rob Campbell",Carer,"2020-05-08 04:03:48",692,Outgoing,28
"Donna Davies","Charles Scott",Carer,"2020-04-27 01:53:19",486,Outgoing,94
"Donna Davies","Yasmine Robertson",Nurse,"2020-06-09 03:02:27",838,Incoming,45
"Donna Davies","Martin Wilkinson",Nurse,"2020-04-19 06:54:37",316,Incoming,79
"Donna Davies","Charlie Martin",Nurse,"2020-06-15 01:19:30",856,Incoming,100
"Donna Davies","Ken Bennett",Carer,"2020-06-14 06:52:16",240,Outgoing,50
"Donna Davies","Caitlin Ross",Carer,"2020-06-12 04:19:22",187,Outgoing,34
"Donna Davies","Emma Robinson",Carer,"2020-04-16 09:01:36",436,Outgoing,55
"Donna Davies","Frank Roberts",Carer,"2020-05-30 08:16:06",716,Incoming,98
"Donna Davies","Andrew Davis",Nurse,"2020-06-04 07:32:45",940,Outgoing,87
"Donna Davies","Anthony Adams",Nurse,"2020-05-18 06:27:50",354,Outgoing,86
"Donna Davies","Caitlin Ross",Carer,"2020-04-29 02:18:49",313,Outgoing,68
"Donna Davies","Harry Graham",Carer,"2020-05-28 05:57:45",777,Incoming,61
"Donna Davies","Vicky Ellis",Nurse,"2020-05-15 03:02:46",352,Incoming,3
"Donna Davies","Elsie Shaw",Nurse,"2020-04-29 10:02:28",187,Outgoing,91
"Donna Davies","Emma Smith",Carer,"2020-06-13 10:32:03",163,Outgoing,56
"Donna Davies","Martin Wilkinson",Nurse,"2020-04-16 04:15:55",412,Incoming,89
"Donna Davies","Holly Murray",Carer,"2020-06-10 08:51:34",301,Outgoing,3
"Donna Davies","Emma Smith",Carer,"2020-04-21 09:11:18",809,Outgoing,43
"Donna Davies","Frank Roberts",Carer,"2020-04-25 07:57:06",664,Outgoing,35
"Donna Davies","Martin Wilkinson",Nurse,"2020-04-30 07:39:36",309,Outgoing,12
"Donna Davies","Julie Mason",Nurse,"2020-04-23 07:41:54",466,Outgoing,44
"Donna Davies","Julie Mason",Nurse,"2020-05-23 03:08:21",486,Incoming,98
"Donna Davies","Liam Adams",Carer,"2020-05-15 06:43:50",256,Incoming,73
"Donna Davies","Courtney Price",Carer,"2020-05-05 11:13:17",894,Outgoing,47
"Donna Davies","Phoebe Saunders",Carer,"2020-06-01 11:19:46",838,Incoming,21
"Donna Davies","Chelsea Price",Carer,"2020-05-26 01:22:54",953,Incoming,7
"Donna Davies","Lucas Wright",Carer,"2020-05-10 05:02:55",320,Incoming,88
"Donna Davies","Mohammed Roberts",Nurse,"2020-04-29 01:13:54",557,Incoming,6
"Donna Davies","Chelsea Price",Carer,"2020-04-29 04:36:41",824,Outgoing,97
"Donna Davies","Dylan Owen",Nurse,"2020-04-21 02:59:55",143,Incoming,50
"Donna Davies","Christian Gray",Carer,"2020-05-03 11:42:39",844,Outgoing,56
"Donna Davies","Caitlin Thompson",Nurse,"2020-05-14 02:20:39",212,Outgoing,24
"Donna Davies","Chelsea Price",Carer,"2020-05-29 01:30:11",699,Incoming,25
"Donna Davies","Lilly Murphy",Carer,"2020-05-19 02:47:15",622,Outgoing,98
"Donna Davies","Frank Roberts",Carer,"2020-05-28 02:36:16",819,Incoming,74
"Donna Davies","Anthony Kelly",Nurse,"2020-04-29 09:50:57",502,Incoming,86
"Donna Davies","Jacob Khan",Nurse,"2020-06-11 06:33:39",651,Incoming,17
"Donna Davies","Charlie Martin",Nurse,"2020-04-21 09:13:59",500,Outgoing,57
